Geneid,SRR6671741,SRR6671742,SRR6671744,SRR6671745,SRR6671746,SRR6671748,SRR6671757,SRR6671770,SRR6671771,SRR6671776,SRR6671780,SRR6671781,SRR6671782,SRR6671790,SRR6671736,SRR6671739,SRR6671749,SRR6671752,SRR6671753,SRR6671754,SRR6671755,SRR6671764,SRR6671772,SRR6671773,SRR6671775,SRR6671777,SRR6671779,SRR6671789,SRR6671737,SRR6671738,SRR6671740,SRR6671743,SRR6671747,SRR6671750,SRR6671751,SRR6671756,SRR6671758,SRR6671759,SRR6671760,SRR6671761,SRR6671762,SRR6671763,SRR6671765,SRR6671766,SRR6671767,SRR6671768,SRR6671769,SRR6671774,SRR6671778,SRR6671783,SRR6671784,SRR6671785,SRR6671786,SRR6671787,SRR6671788,SRR6671791,SRR6671792
AAC74246.1,421.008,303.034,361,357,316.7,608,317.39,140,427.16,252.463,292.369,1301.001,613.145,227.455,394.338,225.211,193.168,628.125,593.837,1125.425,283.777,389.001,289.185,250.062,267.311,191.04,374.394,307.007,334.048,307.087,255,299.206,372.931,173.02,1051.989,287.269,310.037,246.002,254.198,225.004,200.066,553.955,488.988,412.89,357.542,368,148.411,244.007,247.721,1020.317,215.174,151,133.028,409.797,345.248,162.02,184.994
AAC74247.1,79.045,45,40,53,45.996,64,32.002,11,48,32,31,63,21,29,54.019,50,21,68.026,60.128,182,25,48,39,38,29,25.165,37,53.232,38,33,46,26,29.002,23,192.22,32,46.704,36,18.005,20.192,23,124.385,67.005,50,34,48,8,25,51,78.036,23,14,19,74,49,21,25
AAC74248.1,11,2.215,4,8,6.001,10,3.695,2,5,2,37.039,84.962,24,1,2,9,1,20,9.001,21,2,10,4,4,1.148,1.055,27.264,2,3.835,9,8.485,2.005,9,3,43.795,4,3,5,2,0,4,25,7.648,5,4,2,7,2,10.95,53.338,5.489,1,0,10.661,5,4,3
AAC74249.1,6,5.785,2,5,1.29,6,3.305,0,4,2.385,24.585,82.097,23.111,3.748,3,9,3,9.435,6,21.573,2,5.318,3,1,3.852,0.945,20.759,8.579,6.069,2,8.336,3,4,0,26.125,2,5,2,1,1,1,25.001,13.352,6,2,1,5.743,0,16.05,27.437,5.511,1,3,13.417,6.017,2.521,3
AAC74250.1,4,2,1,2,1.71,4,2,1,3,1.615,7.376,31.942,20.525,1.252,3,5,2,4.565,3,9.427,1,5.682,1,1,1,0,13,7.421,1.096,3,3.179,3,0,3,22.875,2,1,0,1,0,0,2.999,8.006,4,0,1,1.257,2,14.518,17.225,0,2,0,6.921,5.983,1.479,0
AAC74251.1,2,3,1,0,1,2,3,0,1,1,11,15,8.367,3,2,3,0,7,5,7,0,0,2,1,1,0,6,0,1,3,3,3,4,1,26,0,1,3,1,0,2,7,5,0,0,1,1,0,12.482,8,5,0,0,4,2,1,2
AAC74252.2,18,10,6,8,4,10,4,8,5,10,9,17,6,3,12.001,6,8,12.019,18,39,8,11,4,6,5,3,12,16,17,10,7,9,10,2,35,6,9,6,11,7,3,16,10.012,5,15,8,4,3.001,2,5,8,8,1,11,17.001,4,9
ABD18651.1,63,33,57,44,50.384,47,36.189,25,67,30.071,13.793,109,70.048,20,32.003,33.538,37,202.343,165.452,92,31,67,28,47.015,42,26.009,18,62,57,106.003,37,44,31.001,36.182,158,42,38,46,29,37,35.001,65.018,75.002,41.039,68.999,51,28,29,6,29,33,43,33.003,52.041,58.105,17.616,21
AAC74255.2,344.874,163.532,578.316,110.144,65.455,197.197,98.964,171.926,477.823,181.685,25,451.66,158.053,76.354,3494.133,147.426,131.842,146.015,76.846,5446.277,2728.293,52.232,114.444,246.461,99.77,219.8,21.018,4599.491,6137.195,8626.002,153.328,321.549,59.486,151.508,186.638,3744.791,94.168,94.68,103.626,137.579,156.784,72.667,41.392,4843.042,5618.593,8959.535,69.04,473.587,4.274,14.799,109.747,185.362,147.911,3117.114,2508.481,38.901,43.881
AAC74256.5,362.604,193.142,740.304,138.763,84.937,375.533,87.295,188.317,752.827,174.967,12.018,797.355,225.813,80.309,3692.411,143.254,179.295,141.402,94.341,8544.13,2919.844,89.964,121.609,289.27,119.418,270.783,10.982,5505.429,7333.229,10113.746,160.513,404.002,69.11,196.632,237.474,4200.759,91.438,107.165,87.295,177.293,148.499,104.451,58.328,5590.459,5826.136,12246.448,71.702,531.007,9.726,9.965,137.189,174.332,191.242,3487.5,2731.426,58.813,42.017
ABP93440.1,70.963,42.294,145.438,32.097,10.923,57.195,23.457,24.636,98.97,28.498,4,137.107,48.502,10.419,819.824,48.904,29.715,28.718,21.812,1327.125,542.278,19.785,26.224,55.718,21.241,40.587,3,1064.651,1540.867,2397.292,31.159,80.719,3.383,27.989,56.457,827.511,24.62,21.254,24.832,34.147,23.153,33.477,16.97,1144.272,1045.765,2481.986,21.431,108.75,2,4.236,30.635,39.305,42.165,758.279,478.755,9.214,10.262
ABP93441.1,1,1,5,3,4,3,3,2,3,5,0,15,6,0,3,4,2,2,2,16,8,3,0,2,1,0,0,13,4,17,5,4,1,0,10,5,1,4,4,0,1,4,1,6,3,12,1,4,0,0,0,0,0,3,6,5,2.095
AAC74258.1,1576.509,1395.611,990.268,409.808,396.617,1896.604,1792.193,508.062,916.876,1355.306,382.263,1583.862,509.818,646.86,1152.453,1215.63,665.488,611.294,508.368,4501.415,1296.614,461.704,1272.231,958.189,1513.768,823.676,512.256,1362.964,976.886,702.279,1376.181,1105.44,284.113,414.265,712.973,1037.712,1827.466,1186.928,1021.28,678.241,934.446,440.516,358.435,1279.511,1151.652,839.6,523.535,800.385,384.139,551.454,643.374,432.276,269.45,1300.81,1458.44,184.201,108.503
AAC74259.1,6123.32,5997.327,4190.464,2211.68,1729.151,7270.7,7208.045,1815.227,3716.02,4719.544,1741.8,12227.051,3930.395,2409.926,4892.159,4637.386,2490.113,3017.528,2297.91,17790.447,4720.545,2458.721,4780.897,3886.766,6049.88,3362.457,2150.461,5543.54,3995.509,2749.98,5101.689,4397.118,1444.514,1555.766,3391.844,4114.11,7085.362,4117.341,4346,2856.932,3414.965,2282.121,1626.738,5525.303,4099.664,3605.971,2060.844,3162.49,1751.006,2414.195,2418.813,1759.264,1047.844,5183.624,5514.556,719.037,504.419
AAC74260.1,3665.863,2501.231,2648.416,1773.999,1558.071,3907.03,2824.249,837.103,2341.722,2421.01,1407.087,5472.859,1904.053,1408.435,2904.113,2315.582,1445.089,2666.754,1955.51,9091.221,2458.903,2022.164,2079.978,2154.864,2389.799,1694.23,1615.794,3098.655,2421.586,2652.141,2364.502,2127.735,1396.243,1092.567,3451.225,2492.358,3010.702,1915.058,2138.099,1591.391,1756.442,2285.813,1507.601,3135.377,2643.779,2585.205,830.33,2042.113,1067.996,2082.781,955.825,902.127,621.879,2799.286,2968.801,664.743,543.062
AAC74261.1,245,136.27,154,111.028,135.357,191,143.944,67,193,195.657,120,504,282.281,91.345,144.428,162.727,106.807,129.058,119.474,531,157.018,147,135,142,146.662,123,137.037,229,186,162.191,191,188.272,93.226,88.04,157.006,128,150.03,203.085,180.15,117.083,122.068,145.081,88.022,152,148.494,127,48,135.02,88.003,445.124,48.009,70,45,167,225.394,116,89.033
AAC74262.1,236.002,222.961,75,26,28,397,249.833,174.361,249,262.688,158.148,1484,2261.166,143.133,275.528,213.104,144.003,18,15,796.63,238.756,36,148.016,160.2,213.055,71.008,121,363.768,220.023,110.001,248.018,199.021,23,37,20,143.001,263.976,219.032,225.242,74,91.198,20,31.103,238.256,204.914,65,128.83,71.08,81,3472.219,167.392,142.003,56,382.407,355.074,108.004,43
UMR55112.1,0,1,0,0,2,0,1,0,2,0,0,2,0,1,0,1,0,1,2,4,0,1,1,1,2,0,4,1,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,1,0,0,2,1,1,0,1,1,0,2,0,1
AAC74263.3,809.055,490.704,498.004,216.246,211.238,1150.441,585.269,362.209,999.02,508.666,294.844,2482.774,771.489,355.626,556.778,507.136,415.328,476.021,378.771,1814.588,540.91,251.873,425.726,455.148,528.754,363.872,313.057,623.249,497.453,499.914,561.883,465.294,168.854,366.182,529.241,499.317,644.221,416.101,434.869,327.686,397.881,270.005,225.183,502.767,476.477,411.838,264.936,377.722,321.081,775.304,300.439,368.77,285.09,584.164,747.277,235.683,163.814
AAC74264.1,916.725,678.987,581.16,321.142,244.349,1218.07,884.7,366.83,788.309,511.465,364.683,2744.974,1149.392,457.735,775.256,634.35,458.246,632.44,608.451,2123.018,585.32,405.435,536.482,488.903,781.058,309.628,432.473,850.723,563.655,567.922,620.437,542.533,186.082,299.383,776.254,524.51,875.654,536.171,482.11,328.988,398.503,451.873,355.613,697.996,609.717,472.628,361.298,425.34,395.034,1231.841,389.133,427.349,298.645,838.881,884.143,210.273,203.214
AAC74265.3,536.029,246.997,327.424,341.404,314.967,617.664,298.144,179.807,562.132,287.666,189.179,1334.982,358.534,279.677,296.68,318.232,219.943,391.552,273.353,1058.821,247.755,474.609,194.669,257.289,247.442,249.234,224.607,376.215,287.732,255.913,371.577,262.887,261.566,268.909,495.073,322.588,324.59,223.056,254.026,216.266,225.787,476.059,327.031,274.533,223.128,271.747,106.282,282.784,140.104,248.189,164.632,153.902,169.411,415.231,360.304,297.861,296.787
AAC74266.2,54.004,54.001,21,12,7.016,71,42.018,28.002,37,50.007,11,201,79.03,27,66.491,84.013,22.002,21,20,349,67.032,14.009,51.023,33,40,20,7.001,137.033,49,18,83,56.003,12,12,20,45.007,59.001,68.002,49,25,20,18,17,57,39.015,14,8,12,3,5.023,20,17,8,201.042,173.125,11,11
AAC74267.1,23.648,13,12.879,8.855,14,336.855,12.99,185.664,578.496,13.868,110.69,35.237,18.016,51.484,10.999,19,140.07,10,13,31.193,7.003,11,10.93,10.917,6.629,10.609,85.2,14.938,9,10.997,8.875,10.999,20.818,160.149,26,12.921,10,10.965,10,11,10.901,15.869,16,7.905,10.609,14,99.23,11.868,45.311,15,138.421,173.183,150.228,14.11,16.777,109.432,187.335
AAC74268.1,32.352,14.024,13.121,19.145,21,443.156,18.125,205.311,746.51,16.132,109.244,38.763,18,66.564,19.003,16,177.551,34,31.023,55.807,19.045,17,13.245,14.083,19.371,15.391,99.853,27.062,18,23.003,16.125,10.001,24.182,245.272,35,11.079,22.005,15.035,19,14,15.099,15.133,16,18.095,23.391,22,144.939,16.132,75.974,22.048,135.072,154.817,171.776,20.009,25.23,159.856,273.695
AAC74269.1,1684.729,903.31,1177.75,873.405,594.52,2187.177,989.271,861.083,2318.04,679.384,448.788,1184,435.088,835.292,1108.519,1061.361,945.927,2021.296,2018.587,2593.316,903.477,716.238,765.545,843.359,986.823,549.033,461.32,1226.901,848.783,958.029,1058.511,931.747,654.41,690.598,2091.795,1003.804,1113.67,797.214,827.828,714.539,831.386,944.367,549.454,985.794,864.535,791.069,946.17,876.137,416.011,460.045,1330.71,1077.013,1048.038,1271.085,1104.897,628.669,804.876
AAC74270.1,1740.495,1312.077,1503.771,2185.718,1510.582,2246.212,1451.978,621.525,1800.834,1261.635,1379.101,2492.014,833.01,935.339,673.532,1177.748,988.557,2170.974,1993.593,3171.018,1124.912,1676.475,1058.139,1244.152,1292.267,949.532,1719.561,1001.448,620.82,540.512,1338.057,1315.422,1658.245,871.796,2700.692,979.808,1456.662,1123.78,1291.975,1105.212,1310.801,2124.72,1332.239,744.493,685.944,823.004,587.307,1101.037,1425.268,399.544,663.049,702.011,614.158,985.011,1055.73,719.733,946.374
AAC74271.1,1098.35,667.338,1039.589,499.801,360.079,1776.017,600.565,482.437,1613.073,609.493,431.817,1354.622,640.09,609.18,638.427,577.097,842.412,875.756,715.286,2033.073,790.479,536.153,615.091,696.011,623.002,571.491,450.668,829.246,738.532,728.388,620.916,755.359,348.475,778.293,852.419,761.025,691.337,547.294,648.158,531.023,679.345,590.883,423.971,744.16,711.145,856.179,436.055,624.299,354,484.473,701.187,749.756,781.665,640.832,727.99,464.053,490.399
AAC74272.1,361,246.071,53.02,18,16,478,283.201,129.034,93,128.136,85.055,540,371.109,125.019,595.301,283.016,143,23,14,1684.395,430.832,17,159.005,117,208,24,177.422,921.665,318.897,132.064,307.034,129.025,11,24,19,235.972,290.113,216.048,160,32,35,18,11,563.117,315.888,86,202,30,108.002,786.424,241.118,112,28,1573.191,1336.716,37,36.001
AAC74273.1,303.584,336.754,78.35,214.95,129.147,342.787,452.277,98.25,95.806,177.144,828.394,13169.994,6565.472,127.504,377.591,532.18,96.448,306.566,186.319,1114.116,244.169,117.32,228.43,148.497,413.804,73.74,1672.139,303.255,220.417,108.19,559.994,224.663,94.004,21.581,474.938,102.846,474.927,180.684,167.418,78,81.605,233.696,80.866,293.454,175.122,68.736,190.201,65.246,1549.684,3392.874,125.146,63.024,26,659.647,447.226,63.846,40.001
AAC74274.1,207.467,234.515,68.651,133.052,93.036,249.259,296.563,66.752,60.194,145.945,396.296,3916.047,1954.795,89.17,277.388,302.901,51.611,247.518,109.103,720.985,142.307,71.835,144.41,112.504,281.491,64.272,878.336,203.768,132.66,115.855,322.109,130.726,88.025,19.419,348.164,71.269,308.761,132.442,115.611,37,69.43,164.513,55.673,187.61,134.555,67.264,74.842,35.754,852.074,1557.506,77.964,44.976,18,375.147,259.352,28.177,15
AYC08196.1,12,4,9,15,6,14,5,6.804,9.288,8,16.069,29,15,6,7.032,8,4,13.482,11,19,4,6,4,8.001,2,4,19,6,4,8.021,9,5,7,2,16,5,5,3,2.426,3,9,16,7,9,2,4,4.823,5,11,21,5,2,3,17,6,7,5
AAC74275.2,389.056,372.001,344.428,131.209,123.05,763.004,349.326,206.208,520.792,315.209,241.171,332.324,213.298,276.284,466.067,234.019,305.401,330.977,361.512,1325.833,494.036,252.002,307.116,333.04,313.419,189.857,247.743,604.11,586.785,551.158,212.2,355.36,141.128,202.027,544.89,376.045,357.204,276.188,257.422,214.36,240.098,345.353,213.309,684.24,693.376,568.011,202.186,255.272,179.011,169.004,249.205,280.312,198.179,460.608,479.045,158.902,219.002
AAC74276.1,488.242,300.112,271.978,222.792,170.302,703.038,328.798,214.382,518.452,240.778,335.253,620.676,181.775,256.354,331.382,321.103,248.701,180.299,149.635,928.94,284.218,149.029,224.683,246.44,316.484,160.077,376.2,373.781,304.757,251.015,360.846,296.208,131.296,194.651,267.635,284.854,333.491,249.386,223.701,176.692,206.472,186.847,132.193,319.998,253.195,222,191.025,209.138,243.025,297.339,249.227,240.012,155.002,356.651,328.337,138.812,151.063
AAC74277.2,1031.154,535.073,765.043,630.243,547.858,1508,619.763,524.165,1460.021,644.39,417.975,1134.174,351.751,562.798,613.148,629.05,583.405,1208.379,862.571,1840.977,538.743,678.719,409.278,543.857,517.441,467.91,471.146,869.574,546.605,824.26,673.625,556.099,368.713,562.58,1380.855,676.505,664.442,497.199,555.435,491.83,540.711,695.57,502.725,632.811,609.203,544.012,331.746,589.761,441.071,339.364,403.958,524.288,421.02,656.187,669.977,552.799,461.364
AAC74278.1,12.005,5.007,1,4,8.006,13,8,3,5,3.001,7,34,7.009,1.001,7,6,4,3.002,3,24,5.002,2.001,5.009,2,4,1.001,4,6.007,3,4,7,6,3,3,11.002,3.002,10.008,5,4,2,4.001,3.003,4.004,6,4,6,3,1,4,10.022,3,4,1,4,5,4.006,2.001
AAC74279.1,16,7,5,12,3,19,15,4,6,7,5,12,12,7,11,14,5,14,12,83,10,9.633,5,5,10,2,9,42.006,19,12,14,5,7,1,33,7,9,14,6,2,4,3,6,24,13.07,2,10,2,9,31.453,14,7,6,62,51,0,7
AAC74280.1,7,3,5,16,12,10,4,2,4,4,3,12,2,3,6.001,1,0,22,26,34,5,19.367,6,0,7,5,6,12,10,5,8,7,21,2,60,9,4,10,2,3,2,21,13.916,12,12,6,0,5,2,6,2,0,1,11.123,15,2,5
AAC74281.1,310.094,214,125.052,44,58.005,548.037,234.15,196.13,279,310.872,49.001,239.193,162.321,238.015,339.642,430.478,202.143,71.032,71.009,941.118,353.03,117.001,165.18,248.208,179.407,154,62,515.049,333.22,161.079,454.497,249.008,52,143.062,61,149.077,235.153,251.817,226.144,124.007,169.197,54,69.004,316.283,292.729,204,171.009,142.104,44,276.143,179.307,133,104.001,481.1,597.484,229.004,184.337
AAC74282.4,7724.184,5637.713,3689.894,1114.489,1748.356,13393.969,7616.107,4137.725,8972.683,4487.583,503.671,3025.764,1209.285,3857.257,5937.555,8460.705,5026.593,2452.821,2299.752,16407.792,4866.512,2011.132,4416.164,4150.44,6484.477,3007.621,827.771,5686.183,4319.889,3324.222,7208.653,3842.401,1086.507,3308.029,778.536,2854.683,7419.608,3995.029,4687.752,3336.615,3893.622,881.659,1279.399,5642.059,4695.991,4314.71,5633.715,2849.578,510.1,1508.744,5908.217,3624.669,2894.757,4853.844,6628.617,2744.415,1766.928
AAC74283.1,4136.661,3083,2308.541,747.705,982.028,7678.285,4068.854,2186.598,4949.315,1839.813,246.917,2251.468,838.758,1707.698,3018.74,3839.753,2822.201,1225.434,1217.377,9606.266,2687.452,990.814,2318.401,2234.675,3567.466,1283.295,362.487,3397.692,2583.968,1428.041,3712.484,2201.787,646.446,1719.125,372.842,1614.169,3972.426,1992.454,1886.296,1552.429,1615.98,440.131,637.907,3094.041,2550.006,2264.45,3266.071,1334.192,267.776,875.855,3187.507,2443.176,1459.089,3038.295,3667.113,1084.97,763.697
AAC74284.2,6572.814,4397.806,3955.249,1535.304,1691.481,11770.841,5206.758,4064.2,9331.029,3147.371,515.887,4146.441,1796.57,2732.569,4339.603,5819.51,5105.245,1859.892,1839.672,14698.503,4684.104,1752.947,3290.674,3926.636,4453.648,2080.596,679.442,5496.981,4687.714,2771.573,5701.047,3809.992,1231.954,3203.675,864.294,2669.722,5170.441,2885.531,3282.834,2490.666,2572.125,1171.319,1215.471,4857.204,4548.225,3837.023,4183.013,2283.534,515.218,1365.019,5155.476,4329.723,2750.507,4702.67,5731.515,1874.542,1481.22
AAC74285.2,388.019,365.045,335.018,239,201.846,588,507.975,118.101,406,278.3,591.478,1176.989,499.415,197.647,320.246,265.763,198.001,206.834,180.107,1563,270.475,189.008,271.028,256.23,440.104,204.19,669.159,474.087,322.181,354.998,252.129,251.159,206.164,148.017,341.415,302.142,495.767,298.17,270.134,208.964,204.362,246.631,188.271,423.577,298.339,271.153,172,207.137,531.046,670.213,214.32,151.054,91.015,702.492,496.579,145.355,198.01
AAC74286.1,434.491,205.006,252.007,309.039,362.085,531.092,212.409,144.011,424,266.101,182.008,478,227.728,253.071,147.127,241.072,213.001,507.489,522.096,711.022,218.95,515.077,204.07,264.027,164.006,171.015,185.016,185,206.003,177,257.021,254.293,313.419,135.001,652.377,185.073,202.019,230.26,241.245,193.018,197.02,539.238,513.244,165.017,190.038,201,123,233.092,77,110.168,183.221,159.001,138.002,188,199.002,348.17,344.029
AAC74287.1,5500.235,2989.411,6480.584,2286.816,1952.37,10530.276,3062.917,5456.636,18291.52,4179.515,1850.274,3216.753,1223.416,2170.886,2139.367,3426.622,4733.606,3415.735,2759.297,7724.8,3490.752,2026.283,2490.81,3808.31,2466.89,4702.426,1678.659,2999.727,3306.975,2511.433,3303.767,3945.921,1767.234,6725.793,3935.032,3238.838,3061.559,2938.854,3482.172,4356.938,5312.209,1942.633,2042.283,2789.633,2918.485,4403.266,3169.944,4184.353,1407.082,1589.334,6289.076,5146.566,7117.157,2200.773,2934.833,1811.551,1850.632
AAC74288.1,961.619,407.671,783.206,397.051,320.317,1212.046,391.837,482.476,1789.937,491.544,183.75,341.26,94.302,396.179,355.912,632.716,594.629,588.426,498.81,1214.174,422.088,373.027,357.173,498.442,343.586,503.491,203.804,505.203,431.102,386.966,637.849,487.281,266.354,704.345,758.017,508.128,460.184,414.092,419.254,560.147,577.843,426.889,362.592,346.09,374.136,491.092,302.017,573.096,187,167.282,391.571,485.753,561.596,416.314,433.021,384.366,376.515
AAC74289.1,374.012,453.441,174,147.566,186.481,588.121,948.292,229.016,242,293.185,44,5618.833,3466.746,270.513,387.909,412.559,274.162,382.028,164.462,1707,474.056,301.092,322,280.977,666.867,104.613,65.005,565.71,237.799,286.088,440.043,341.022,105.002,82,123,173.371,811.711,207.126,331.963,90.815,113.135,154.16,142.904,388.656,324.881,118,345.506,109.096,30,168,253.197,223,65,907.176,891.967,128.004,75
AAC74290.2,843.271,428.293,1173.19,1084.869,849.562,1395.544,438.771,646.82,2766.702,574.335,444.479,315,148.049,745.892,442.752,477.604,786.219,1634.092,1804.626,1028.919,481.475,1090.382,367.845,593.962,376.168,657.154,471.519,380.577,584.042,484.574,423.883,655.199,1027.539,1121.593,1673.578,603.105,420.189,462.815,527.219,690.691,892.899,1161.619,1042.151,449.079,551.297,863.296,381.368,875.411,277.144,175.229,621.222,760.738,1211.651,298.054,307.275,1026.318,1534.668
AAC74291.1,10670.692,5450.382,11079.958,8205.553,6775.939,18325.981,5876.325,8917.618,28289.417,7987.425,2406.519,4128.193,1318.515,8495.567,5725.844,5629.139,9239.12,11302.524,8573.004,13132.161,5737.81,8494.594,5069.207,7635.23,5482.54,6727.333,2383.985,4540.108,7026.816,5771.751,5883.732,8053.483,6095.083,9828.222,9667.552,6498.42,6275.712,5648.256,6864.185,6634.314,7990.354,9330.587,6855.077,4944.19,5202.811,6913.383,5482.805,8843.473,2236.707,868.552,9872.771,10103.58,11694.064,3421.999,4770.894,9307.27,10544.235
AAC74292.1,2060.929,1439.949,2163.815,1983.244,1910.446,4751.174,1720.106,2041.364,6132.277,1946.88,892.789,1936.891,662.483,2036.236,1769.467,1406.483,2038.893,3221.754,2053.569,4407.142,1697.815,2438.808,1172.532,1709.109,1350.775,1632.437,909.013,1648.795,2018.548,2013.555,1365.118,1729.113,1549.414,2348.255,2827.501,1675.037,1670.859,1224.995,1636.39,1429.048,1509.404,2440.195,1835.21,1737.498,1861.216,1962.945,1272.6,1718.261,682.301,545.745,2096.234,1793.334,2128.58,1299.06,1784.315,2876.457,2734.694
AAC74293.1,760.73,723.524,594.15,340.613,299.023,2153.372,697.844,695.223,1703.884,684.186,346.354,1488.771,423.941,642.926,1053.638,573.967,642.014,542.407,449.85,2510.328,1046.351,508.314,520.386,583.876,621.865,471.496,407.923,1122.038,1181.178,778.47,583.369,640.566,227.483,565.282,696.542,724.423,731.529,472.599,602.287,413.331,458.708,508.165,353.987,1331.953,1282.247,1172.421,579.652,567.954,394.945,473.66,799.699,641.758,480.327,841.148,1112.357,534.882,542.314
AAC74294.1,1750.586,1005.062,1795.96,1086.143,851.664,2864.077,1082.658,1240.199,4335.381,1075.601,1319.773,1173.246,495.267,1828.822,1034.802,1023.201,1225.167,2308.906,2309.147,2794.054,979.909,1278.436,866.162,1069.674,999.008,1119.223,1041.447,1067.67,1206.377,1587.086,1109.646,1206.973,932.24,1540.432,3399.32,990.395,1184.516,905.197,1054.086,1104.523,1279.433,1679.637,1365.588,1068.865,1118.586,1359.261,930.773,1111.282,603.522,272.909,1506.185,1411.683,1815.95,870.371,1013.383,1922.121,2392.701
AAC74295.1,1777.288,877.358,2011.159,659.011,510.025,3381.145,924.479,1622.161,5472.001,1456.251,816.031,735.064,186.156,1484.106,923.449,1017.421,1576.615,1171.926,1198.896,2747.089,1173.906,957.259,731.819,1251.237,766.766,1435.29,636.638,1085.406,1275.651,1292.862,1119.906,1321.351,531.384,2339.496,1867.246,1171.913,961.166,843.531,1139.284,1183.448,1632.5,1264.901,1055.245,1015.826,1051.551,1634.066,948.294,1506.436,513.461,133.221,1738.387,1680.561,2152.034,787.733,1085.591,1779.216,1714.566
AAC74296.1,651.115,250.406,738.548,277.243,194.556,1057.84,259.698,530.275,1784.967,404.606,287.764,155.476,72.34,608.285,284.041,325.555,563.416,468.824,622.882,833.436,387.675,425.845,252.827,400.821,206.734,482.939,242.488,352.064,415.089,451.622,322.432,447.491,191.336,816.239,863.246,412.988,282.966,292.921,364.553,451.604,600.242,572.144,489.769,295.627,344.825,629.735,303.867,536.508,202.115,27.372,567.177,518.834,775.235,224.691,377.766,588.873,717.361
AAC74297.1,284.886,168.798,357.345,155.813,155.471,507.835,204.871,197.364,757.638,221.269,365.477,181.002,93.908,225.308,170.078,145.607,226.789,325.191,358.181,476.088,174.767,204.948,173.558,198.85,177.859,226.115,376.702,170.512,176.69,171.314,158.46,199.659,141.338,343.57,518.169,197.825,154.785,131.586,173.224,202.964,268.821,307.34,247.936,148.147,167.359,257.563,122.384,224.93,272.49,380.03,208.349,212.828,289.992,135.575,189.662,293.303,270.759
AAC74298.1,1763.487,1175.244,1836.658,1231.785,905.005,2928.192,1162.153,913.12,3661.878,1080.865,3136.913,2044.323,869.824,1161.377,1018.086,1025.425,1154.082,2423.885,2118.513,3328.237,1121.305,1136.244,949.154,1139.501,1048.869,1044.954,3045.749,1198.493,1091.681,942.285,1154.836,1151.307,994.427,1399.241,3098.124,1068.717,1264.65,1056.035,981.119,1088.231,1205.21,1536.721,1137.791,1063.649,954.707,1295.301,816.954,1205.142,2246.925,2806.703,1192.924,1068.265,1351.94,1016.963,1136.471,1102.909,1223.646
AAC74299.1,5182.067,3365.975,4386.287,1547.176,1263.272,8555.828,3735.094,3290.304,9110.717,3522.997,3609.714,3919.513,1474.646,2054.581,3193.941,3379.455,3312.568,3929.244,3541.161,9768.023,3449.248,1576.267,2854.885,3248.378,2996.672,2759.255,3700.74,3302.845,3262.512,2435.649,3530.053,3454.318,1246.149,3012.188,4763.794,2775.231,3812.456,2946.878,3088.942,2612.508,3098.887,1784.109,1347.167,3178.926,2837.867,2826.115,2735.78,2990.417,3573.085,3838.554,3811.565,3456.152,3090.831,2532.709,3461.192,1149.673,1262.135
AAT48126.1,11.001,8,14,13.787,9,13,9,7,13,12,7,11,18,6,5,1,11,17.061,8,18,7,5,7.003,10,5,5,8,9.593,13,32,10,10,2.336,6,16,4,4,8,11,4.003,10,8.001,9,9,10,15,3,4,6,8,5,9,10,10,8,11,9
AAT48127.1,5,0,1,4,2,2,0,1,3,2,1,3,2,0,1,1,0,6,5,5,1,5,0,0,2,0,3,1,3,9,2,0,2,0,5,1,0,5,1,0,0,4,1,2,0,2,1,1,1,0,0,2,1,0,1,1,1
AAC74300.1,765.033,1061.523,874.088,706.096,393.552,1059,937.158,235.019,522.001,620.503,481.527,3664.029,1348.137,582.254,2418.694,652.554,289.203,329.783,285.583,2755.004,665.342,480.918,762.986,488.254,808.072,537.825,524.195,1048.05,2251.298,2128.01,703.95,682.745,507.648,256.062,396.711,554.249,997.041,470.366,516.997,416.334,539.532,688.865,447.776,2386.886,1561.151,1737.711,357,448.785,453.067,1452.233,370.531,186,192.073,1277.558,834.852,280.083,252.301
AAC74301.1,41.802,36,17.632,25,23.886,36,23,12,11,27.051,24,107.076,50.004,18.006,38.131,28,15.034,30,37.008,115.888,35.752,47.066,22,23,18,13,27.998,60.011,41,40.012,22.003,22,46.837,7,93.509,20,18,25,22,13,14,51.073,52.277,66.01,47,23,12,16,23,72.102,12.907,12,2,80,78.039,15,15
AAC74302.2,175.412,100,66.37,104,89.245,138.025,109.002,39,89,97,238.376,575.924,279.551,82.038,166.818,116.013,76,165.099,121.002,486.123,158.291,149,78.007,113.318,123,46.008,245.303,237.055,162,234.005,91.997,96.035,103.192,49.062,236.995,131.55,108.023,116.61,110.003,67.871,70,170.05,148.91,173,182.739,109.093,30.056,72.393,244.357,625.066,29.113,37,20,269.734,343.964,61.021,79.003
AAC74303.1,996.428,540.422,604.04,189,155.757,1501.366,619.902,549.287,1303.734,611.222,300.829,1222.338,530.831,370.851,645.031,577.198,631.077,190.795,142.014,1859.999,642.872,249.982,495.524,553.493,480.291,409.302,309.838,671.949,632.682,1512.863,685,586.985,130.38,399.495,179.064,500.886,578.71,579.639,671.883,419.991,418.192,244.09,210.781,644.105,635.045,497.142,338.252,426.723,196.847,405.124,470.74,527.159,364.107,559.787,696.05,247.103,223.827
