Geneid,SRR6671741,SRR6671742,SRR6671744,SRR6671745,SRR6671746,SRR6671748,SRR6671757,SRR6671770,SRR6671771,SRR6671776,SRR6671780,SRR6671781,SRR6671782,SRR6671790,SRR6671736,SRR6671739,SRR6671749,SRR6671752,SRR6671753,SRR6671754,SRR6671755,SRR6671764,SRR6671772,SRR6671773,SRR6671775,SRR6671777,SRR6671779,SRR6671789,SRR6671737,SRR6671738,SRR6671740,SRR6671743,SRR6671747,SRR6671750,SRR6671751,SRR6671756,SRR6671758,SRR6671759,SRR6671760,SRR6671761,SRR6671762,SRR6671763,SRR6671765,SRR6671766,SRR6671767,SRR6671768,SRR6671769,SRR6671774,SRR6671778,SRR6671783,SRR6671784,SRR6671785,SRR6671786,SRR6671787,SRR6671788,SRR6671791,SRR6671792
AAC73170.1,2004.56,2352.702,4943.758,6147.003,4449.305,9129.404,2628.112,5692.046,13538.46,4036.178,5414.211,3213.368,1422.472,4356.39,2017.282,1402.646,4360.842,8311.778,6217.558,5866.688,3191.899,3763.778,2231.074,3638.032,2107.636,3779.02,6409.541,1693.602,2804.001,1580.392,1656.055,4263.585,3865.173,4617.038,11253.472,2155.501,2602.915,2457.988,2973.816,3044.345,4342.693,4771.35,3342.436,1922.333,2087.101,2397.926,2774.534,3561.998,2917.087,455.465,5041.921,4579.448,4676.889,1516.547,2306.144,5718.178,6219.974
AAC73171.1,717.022,408.103,545.507,324.006,278.736,4646.642,433.124,2250.961,6176.162,413.575,1608.638,1376.02,1087.057,1193.709,454.672,468.045,2008.193,407.653,467.756,1362.001,466.817,513.525,323.133,393.465,385.617,301.093,1800.85,690.592,480.083,566.282,478.013,465.084,414.182,1683.537,524.489,350.028,425.253,366.376,417.75,357.119,417.945,500.352,554.55,516.979,465.456,539.85,1872.367,352.327,847.839,605.6,2677.475,2208.348,2296.391,592.658,674.849,1695.029,2152.663
AAC73172.1,1,2,2,5,1,0,1,0,0,0,12,3,2,2,0,4,1,5,4,3,2,2,0,1,1,0,4,0,2,1,1,0,1,1,4,1,0,0,0,3,0,4,1.004,0,2,1,1,0,2,2,0,2,0,1,2,0,1
AAC73173.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAC73174.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAC73175.1,228.001,235.997,183,175.115,147.31,281.019,325.701,100.033,230,150.037,959.248,4164.719,1949.464,109.053,205.818,233.855,120.005,232.98,188.235,620.012,202.892,211.201,153.147,146.427,332.499,83.025,902.195,244.006,166.039,144.533,264.417,160.377,204.953,56.006,254.175,123.003,351.605,155.656,196.455,131,122.365,173.25,230.083,193.065,139.094,122.005,157.141,92.002,293.012,326.355,128.849,98,67.001,262.354,292.434,84,109.151
AAC73176.1,140.031,180.937,86,263.92,165.615,253.984,171.905,48.007,168,95.163,362.772,1398.727,579.317,115.005,167.122,147.009,74,424.769,273.195,628.001,168.423,225.238,143,93.698,202.389,67.076,300.554,324,156,272,159.595,98.019,204.032,49,733.496,150.295,181.004,84.386,79.018,86,97.289,309.327,192.947,233.643,156.023,214,71,95.131,120,92.047,75.292,52,65.004,340.229,262.404,134.015,203.043
AAC73177.1,145.577,83.761,134.77,55.685,62.871,238.774,79.723,213.241,283.831,182.254,41.689,61.088,22.084,69.21,77.129,94.855,230.195,136.938,60.38,300.264,251.669,158.132,84.307,245.259,81.271,90.676,93.343,120.779,265.776,139.118,77.661,257.926,39.26,69.242,93.787,80.558,92.903,162.906,187.427,91.595,104.891,78.739,71.621,95.894,190.359,113.999,68.788,84.838,59.542,31.162,70.322,155.581,92.805,100.382,199.729,115.674,59.765
AAC73178.1,187.144,146.386,215.156,151.248,246.102,295.536,188.274,283.307,368.651,439.422,120.54,59.526,49.447,142.746,135.103,187.539,302.837,452.257,186.318,390.886,388.904,363.961,101.89,329.588,121.605,166.49,205.58,136.338,335.199,220.897,181.148,377.076,118.541,136.762,296.496,120.648,189.669,317.75,435.454,196.015,243.03,254.341,170.336,134.629,292.193,186.698,114.012,163.237,120.716,49.186,112.043,226.76,112.266,190.96,366.954,306.28,196.529
AAC73179.1,447.515,381.081,505.788,478.269,715.744,847.86,500.405,739.586,999.893,813.166,285.125,111.474,79.479,341.592,299.949,417.062,681.03,1083.424,461.81,1107.256,620.501,641.695,271.222,701.193,502.863,381.399,518.861,317.136,692.89,289.246,446.24,720.825,385.364,311.692,795.441,290.425,597.071,678.493,778.652,386.663,419.931,397.423,272.554,315.113,534.81,343.214,300.283,314.255,195.846,226.901,323.851,609.436,308.059,396.942,754.064,744.47,507.76
AAC73180.1,537,499.912,567.297,364.021,327.609,688.021,668.676,233.188,684.013,469.494,607.418,7055.48,3009.405,297.002,425.625,461.009,263.793,349.857,370.56,1748.669,499.863,358.003,373,367.323,579.815,389.364,681.303,636.009,437.397,357.034,472.322,398.087,249.252,251,291,411.198,724.45,416.779,409.834,401.13,442.603,324.422,302.378,556.405,476.041,451.566,241.007,346.001,386.193,701.523,288.446,240,213.108,760.82,718.423,256.504,303.096
ACO59989.1,69.102,6,40,7,9,31,24,13,49.044,13,31.673,38,49,11,15,16,17,15,11,48,14.269,5,15,25,17,20.005,55.638,32.962,22,107,35,18,9,18,5,18,12.014,20.991,17,7,14,6.006,13.269,15,10,19,9,8,3,31,25,38,42,15,15,15,13
AAT48123.1,320,302.093,332.009,296.352,256.763,491,279.115,128.318,486.001,166.308,150.014,499,237.054,257.266,313.013,210.056,182.058,347.662,368.844,1075.01,328.616,248.154,199.005,216.003,309.111,141.001,181.07,443.057,379.051,334.538,195,232.708,269.161,162.331,446.633,350.259,344.039,225.374,215.19,168,185.337,257.442,216.96,505.768,416.257,488.517,186.958,183.055,144,210.077,203.101,179.004,181.024,397.197,409.166,274.039,322.614
AAC73182.1,117.317,62.028,60.81,44.808,32.51,156.462,100.425,41.292,91.336,69.851,205.373,710.492,188.094,64.873,115.684,89.338,40.473,100.549,89.101,275.759,81.698,51.298,60.878,60.55,73.742,23,355.486,144.862,100.103,78.39,92.775,54.885,46.698,32.777,162.713,56.168,79.06,61.188,61.54,37.993,45.312,90.491,53.503,68.641,57.076,58.635,50.112,43.002,225.999,156.482,52.425,35.692,31,199.309,119.086,44.324,52.66
AAC73183.1,185.705,99.327,85.443,82.553,73.193,285.485,157.591,81.713,159.532,110.189,480.457,1523.104,471.243,101.951,154.827,179.125,75.216,330.9,305.577,456.693,121.098,126.203,106.695,107.132,123.077,62.597,784.049,253.413,123.176,67.556,181.01,126.383,68.722,45.807,480.86,90.33,143.334,95.865,91.025,95.564,102.433,202.657,132.529,145.505,80.583,74.365,78.008,99,558.463,189.654,87.335,73.686,40.634,284.919,158.004,56.764,69.858
AAC73184.2,147.949,84.904,62.854,65.288,35.899,185.035,118.51,41.821,95.908,79.975,371.562,991.016,271.052,78.829,105.45,140.362,58.343,390.793,316.47,334.684,73.097,110.966,60.77,70.257,92.252,43.791,616.675,158.777,68.693,54.933,158.897,74.738,66.605,26.839,615.904,72.089,104.556,67.579,77.93,49.138,63.822,164.973,100.412,77.315,56.491,60.09,42.742,55.839,395.535,129.796,62.687,29.526,26.738,187.849,113.97,43.806,38.01
AAC73185.1,186.048,77.807,81.894,75.363,78.265,241.021,135.752,53.965,133.225,71.065,726.757,941.568,223.302,62.528,114.019,172.188,57.969,478.829,492.758,406.865,88.25,134.64,61.73,76.086,93.016,64.641,796.538,160.95,64.065,55.656,177.333,69.334,74.999,37.162,893.611,73.509,131.1,75.418,59.532,58.376,52.463,248.732,98.69,99.677,62.001,58.91,48.139,78.206,496.144,122.095,58.364,43.095,29.628,230.887,125.514,43.107,50.474
AAC73186.1,12,1,2,1,0,4,6,1,4,2,17,12,6,2,2,3,2,3,3,22,2,1,5,0,1,5,16.263,5,7,4,3.005,1,0,0,7,6,2,5,6,1.016,5,3,2,5,4,4,1,2,9,17.742,4,2,0,7,6.593,0.92,1
AAC73187.2,80,53.007,47.035,27,25,56,48.43,14,34,33,54,124,75,14,45.002,43.002,21,41.001,39.084,211.031,44.004,59.007,39,30.001,52,23,46,113,33,49,57,30,31.018,15,65.014,57.001,49,39.012,41,23,30.013,50.042,48.251,60,39,36,21.007,27,30,56,11,17,8,121.008,112.011,9,13.004
AYC08164.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAC73188.2,275.317,245.806,130.325,128.521,95.409,333.029,203.659,95.863,183.993,127.947,179.465,517.523,192.655,144.841,222.533,147.587,117.111,161.821,132.522,651.211,151.168,131.265,159.777,130.469,238.742,89.145,204.906,254.549,162.277,154.843,211.099,158.623,107.205,69.083,206.754,160.292,230.777,143.115,145.567,101.327,116.898,130.965,98.945,215.837,158.572,126.111,113.003,120.742,160.99,208.682,140.665,90.054,76.713,273.714,235.969,87.475,74.219
AAC73189.1,78.877,69.545,46.675,31.479,33.822,148.972,63.686,25.153,76.007,77.685,48.556,179.477,66.484,45.312,60.647,66.479,42.911,55.256,32.501,287.789,64.853,46.747,58.248,38.673,68.333,33.855,75.344,85.471,56.237,64.162,65.917,40.382,23.015,29.927,92.246,53.715,71.62,63.373,48.434,28.727,37.102,60.108,32.288,86.197,64.994,43.889,30.997,36.285,52.161,75.172,33.394,26.949,27.289,94.984,73.946,24.532,34.303
AAC73191.1,2432.427,1829.162,1563.866,832.109,652.415,2934.624,1864.273,935.328,1673.592,1422.801,1027.919,4562.116,2043.779,1110.843,2062.165,1654.05,1462.169,1005.712,790.032,5179.64,2060.933,970.311,1595.161,1628.879,1763.667,762.723,1262.693,2331.855,2047.187,2052.722,1588.554,1681.316,609.175,805.264,1043.616,1640.292,1936.885,1418.274,1473.019,861.774,990.571,1083.622,733.651,2352.8,2327.442,1717.623,939.672,1271.193,1026.62,683.098,1318.942,1131.132,708.368,2005.02,2219.322,448.733,522.922
AAC73192.1,2209.525,1829.388,2016.689,2716.097,2403.745,3805.362,1840.194,961.814,3160.335,1498.834,1462.631,7707.889,3719.008,1452.001,2234.603,1579.33,1279.98,3152.93,2431.547,7247.152,1733.172,2616.285,1366.947,1496.678,1719.269,1276.674,1619.781,2721.515,2370.404,3160.253,1682.556,1559.739,2276.614,1170.289,3594.412,1954.75,1903.112,1476.56,1423.589,1170.617,1213.983,3311.646,2330.71,2625.403,2220.428,2383.967,1035.428,1444.558,1049.162,2374.376,1376.846,1095.104,953.547,2560.948,2555.739,1607.86,1689.537
AAC73193.1,3315.609,2252.314,2786.679,3178.36,3167.217,4192.538,2730.484,1428.487,3955.385,2214.856,2091.331,6880.697,3321.922,1920.623,3154.108,2330.008,1824.418,3425.967,2996.971,8282.176,2654.307,2649.432,1802.632,2030.721,2519.511,1623.356,2261.444,3826.665,3165.434,4148.769,2523.644,2065.653,2738.07,1508.776,3923.993,2717.545,2885.574,1918.386,2193.614,1619.896,1897.172,3106.011,2622.132,3568.929,3452.252,3430.637,1450.01,1921.186,1412.636,2800.413,1908.083,1677.712,1404.46,3385.68,3646.093,1895.483,1985.78
AAC73194.1,905.175,673.003,780.037,1266.05,1353.932,1283.874,838.271,392.393,1157.96,668.312,645.05,2114.181,930.536,585.505,898.154,746.687,521.96,916.859,853.875,2460.735,829.535,933.002,495.726,596.89,679.526,506.168,668.747,1088.204,864.951,1509.118,755.257,586.761,1122.583,462.233,1130.794,779.004,776.639,622.757,742.127,448.533,613.151,968.271,979.801,999.899,1054.987,938.311,409.803,594.165,402.098,872.14,512.041,481.912,350.696,1018.534,1035.035,586.2,663.795
AAC73195.1,3010.6,1791.804,2378.892,2082.458,1850.924,3658.824,2002.015,1203.055,3300.57,2292.035,1405.545,4700.771,2030.319,1397.506,2426.515,2241.162,1412.907,2167.875,1772.329,6950.916,2234.784,2170.38,1396.183,1802.155,1803.51,1498.713,1439.769,3052.347,2663.121,4258.186,2333.651,1982.519,1814.329,1191.369,2607.558,2107.047,1977.001,1852.074,2180.185,1505.713,1646.818,2163.066,1852.836,2820.039,2618.933,2983.492,1038.429,1636.59,985.822,1584.692,1433.383,1254.474,1139.119,2683.117,2930.77,1307.76,1292.817
AAC73196.1,3137.203,2648.403,2285.126,1818.268,1711.899,5539.874,2891.569,2129.852,4379.008,3114.939,1321.588,4297.756,2146.246,2151.648,3656.37,3010.297,2437.834,2171.179,1920.828,8831.144,3992.33,2826.787,2012.247,3113.198,2571.056,2054.475,1698.309,3707.037,4743.035,3764.888,2788.865,3201.823,1197.597,1655.219,2109.53,2221.809,2941.941,2309.901,3081.109,1925.643,2360.944,2631.032,2189.965,3717.243,4592.519,3913.401,1558.871,2217.201,1496.864,2219.956,1849.111,1530.886,1264.858,3048.617,4155.72,1823.394,1858.458
AAC73197.1,3361.291,2740.923,3152.876,1927.887,1517.791,5755.583,3011.82,2062.267,4655.273,3456.285,1356.075,4819.695,2155.017,2105.031,3778.647,3169.849,2836.874,2774.38,2651.502,8667.09,3797.719,2940.403,2159.475,3187.731,2500.283,2155.016,1820.236,4264.646,4975.053,3330.312,3058.003,3229.787,1218.305,1758.134,2318.549,2608.878,2878.26,2427.979,3211.107,2207.6,2475.922,3023.118,2313.112,3841.248,4541.276,3834.349,1431.703,2360.506,1723.956,2098.172,1806.192,1964.448,1307.649,3067.175,4034.876,1564.792,1603.855
AAC73198.1,1925.308,1452.491,1748.546,1206.158,818.777,2696.422,1342.673,947.638,2274.632,1557.974,816.074,1418.879,906.341,1191.144,1868.22,1647.05,1368.506,1460.726,1376.855,3904.611,1897.894,1746.031,1272.582,1716.069,1288.944,1014.187,1189.329,2082.881,2324.586,2058.338,1656.531,1801.827,696.91,842.576,1164.452,1315.841,1330.621,1292.744,1596.911,1214.782,1427.033,1978.637,1445.846,1917.224,2174.435,2092.649,667.482,1262.707,955.753,752.447,904.221,938.898,692.374,1446.353,1741.769,782.239,970.793
AAC73199.1,2234.828,1887.548,1671.037,1673.034,1283.245,3473.297,2024.927,1169.586,2820.092,2206.697,1167.217,1695.759,1334.525,1602.783,2414.514,2144.484,1731.513,1983.473,1901.156,5507.104,2478.082,2436.076,1496.253,2098.62,1762.32,1488.513,1371.863,2485.852,2934.744,3608.962,1983.042,2279.54,1054.229,1097.521,1447.383,1655.478,1977.376,1567.512,2195.073,1576.971,1996.56,2648.563,2007.974,2570.697,2921.835,2800.333,851.977,1803.587,1177.643,1391.71,1040.823,854.224,741,1900.318,2507.582,1252.105,1485.095
AAC73200.1,2221.567,1383.668,1930.949,1713.689,1123.106,3317.936,1424.874,883.909,2943.95,1504.675,1075.422,1416.762,954.477,1307.264,1757.604,1525.334,1479.857,1682.885,1616.846,4723.406,1600.968,2330.107,1151.202,1630.478,1267.706,1289.104,1199.723,2036.935,2305.893,2958.588,1638.524,1714.925,1064.8,1070.974,1507.713,1686.871,1375.202,1313.151,1620.463,1380.711,1546.394,2611.161,1973.306,2041.977,2094.836,2650.819,645.332,1637.354,928.506,847.506,929.607,897.932,841.623,1421.595,1675.494,1079.378,1472.077
AAC73201.1,2366.189,1399.225,1853.602,1720.082,1501.681,3172.007,1420.819,914.298,2736.204,1605.744,976.563,1430.099,923.376,1459.691,1611.455,1615.416,1427.912,1644.622,1551.682,4583.762,1586.405,2053.824,1099.653,1543.626,1238.523,1370.51,1136.133,1815.922,1924.749,2341.394,1566.781,1612.831,1246.434,1269.227,1722.604,1599.105,1462.294,1252.659,1531.592,1342.367,1517.632,2191.211,1802.817,1932.003,1872.494,2321.113,730.381,1494.975,794.383,896.701,993.252,894.983,889.624,1453.372,1761.532,1265.025,1562.807
AAC73202.1,4703.418,3003.67,4109.694,2668.67,2050.183,6450.198,2842.822,1763.911,5085.997,3256.607,1945.598,3107.38,1425.854,2711.365,3529.437,2983.728,2924.802,1914.429,1835.333,9259.708,3523.537,3160.961,2475.259,3293.822,2573.218,2688.344,2411.625,3671.266,3993.656,5645.556,2973.627,3478.34,1814.895,2437.784,2016.867,3138.292,2954.91,2746.881,3267.904,2759.778,3225.578,3114.552,2369.934,3945.425,3875.431,4505.93,1406.275,3073.741,1901.548,1664.623,1908.716,1896.268,1627.947,2996.639,3366.444,2030.713,2346.262
AAC73203.1,4164.577,2395.613,3295.871,2568.021,2245.345,6003.883,2510.695,1864.929,5514.029,2697.817,1490.56,4843.235,2163.512,2627.379,2774.733,2458.409,2431.193,2496.21,2241.487,8152.454,2611.427,2602.843,2127.576,2610.944,2060.819,2115.307,1884.488,2840.25,2937.02,3478.439,2550.675,2765.866,1840.091,2340.788,2553.185,2534.534,2533.973,2181.971,2447.807,2070.509,2421.203,2685.767,2184.504,2956.781,2903.11,3093.626,1543.488,2389.086,1331.707,1642.646,2010.986,1955.397,1830.84,2464.944,2889.68,2702.386,2694.618
AAC73204.1,2934.853,1834.118,2122.375,2213.904,1876.798,4888.152,1807.517,1249.319,4079.953,1646.073,1161.811,4402.086,2187.5,1934.705,2038.35,1694.299,1666.646,2152.515,1855.77,6792.741,1834.053,2206.892,1503.991,1683.438,1714.483,1404.958,1367.592,2436.863,2073.704,2959.851,1887.232,1754.21,1608.176,1642.313,2437.825,1899.97,2000.774,1550.766,1700.847,1485.463,1522.7,2213.746,1677.503,2503.913,2190.595,2465.279,1188.384,1542.9,1055.878,1300.228,1442.272,1281.568,1274.79,2271.005,2238.247,1922.667,2058.692
AAC73205.1,3876.614,3110.905,2624.117,2666.274,2373.12,8034.251,3389.049,1954.829,5760.25,3100.391,1599.875,8654.615,4827.274,2939.831,3969.897,2998.765,2520.314,2925.107,2188.163,12020.891,3360.988,3040.199,2645.897,2754.606,3236.61,2203.69,2013.462,4137.813,3750.931,3823.648,2986.264,2972.48,1971.363,2212.313,3117.876,2782.262,3667.156,2480.322,2921.133,2183.305,2562.292,2850.681,2312.331,4488.649,3768.786,3856.229,2168.275,2462.824,1658.772,2311.49,2339.418,1555.142,1449.366,4166.074,4307.328,2926.501,2665.149
AAC73206.1,10050.344,8144.436,6918.614,4935.359,5914.923,18080.146,9899.773,6260.233,11293.901,10327.171,3681.199,24333.778,14387.843,7705.047,11050.057,8467.946,7205.161,5438.613,4163.097,26570.089,10841.794,6457.315,6885.192,8396.83,7861.661,6548.121,4580.232,9550.908,10042.363,6763.321,8084.669,9173.815,4120.656,5779.841,4764.313,6842.825,9300.543,7570.415,8513.503,5673.266,7437.137,5515.327,5014.104,11004.071,10494.071,8313.418,4885.289,6824.221,3628.014,7466.515,5969.804,4300.277,3154.38,9728.867,11845.19,7240.157,5442.455
AAC73207.1,18696.249,11479.646,16841.344,15155.016,14704.646,23964.562,13166.45,10573.589,28599.994,12399.112,39774.414,39886.417,24327.357,12304.356,14293.484,12577.829,11593.448,22673.364,17396.54,36755.502,16781.324,15807.454,9280.685,11612.003,11500.846,10246.627,42459.739,18753.044,15182.612,18313.804,12758.509,12668.547,17204.265,11148.933,25176.793,13993.555,13280.917,10310.123,12908.758,10581.002,12476.325,17784.545,17056.839,17237.566,17055.106,16870.299,9298.821,10738.856,19254.724,36644.831,12855.191,11465.793,12566.668,17904.975,20586.541,12666.325,15743.504
AAC73208.2,2512.688,1616.822,2093.576,1467.163,1452.129,4081.154,1776.472,1431.982,4729.875,1661.887,2384.482,4069.664,1622.507,1517.768,1678.324,1838.83,1591.241,2200.453,1684.537,5245.165,1571.59,1596.258,1211.077,1438.803,1552.553,1423.042,2385.673,1817.479,1595.941,1565.674,1893.184,1531.686,1346.316,1592.473,2107.442,1535.176,1788.023,1249.097,1495.357,1501.874,1444.333,1793.075,1431.386,1886.134,1524.902,1947.416,1232.873,1459.143,1262.732,1675.567,1656.495,1418.656,1506.428,1567.398,1779.471,1706.669,1801.593
AAC73209.1,12435.579,10269.474,11568.124,9299.026,9506.92,21438.824,10383.057,7603.31,20968.084,9316.927,15633.483,23656.548,7261.863,7972.314,8693.24,11139.441,7949.638,12568.32,10078.67,28898.946,10423.189,8484.393,7833.8,8452.518,8029.47,8375.782,15611.716,10058.124,9705.968,7523.907,10949.979,9292.55,8134.485,8249.079,11495.424,7925.851,10455.666,7905.576,8503.232,7832.77,9499.701,8440.331,7422.4,11928.8,10189.331,11227.698,6189.59,7746.427,9510.242,10189.323,8079.012,6643.838,6954.316,8300.158,10614.109,8611.857,8394.46
AAC73210.1,282.011,196.09,209.692,200,132.609,476.718,147.602,136.073,425.206,158.235,256.346,215,95.003,186.684,190.369,167.318,154.096,208.494,165.322,684,202.05,212,150.84,174,131.735,172.476,200.214,228.488,237.795,231,196.042,202.188,125.384,160.15,229.297,180.965,174.952,134.763,176.966,142.335,199.415,235.125,152.188,244.004,179.076,226,125,174.013,194.448,100.065,142.142,112,117.994,152.292,166.114,169.798,171.04
AAC73212.1,428.101,234.297,370.005,240.695,210.219,675.281,240.312,284.265,756.073,333.274,158.496,163.979,64.836,266.041,264.869,243.357,267.706,258.227,192.452,728.39,266.734,243.293,224.273,270.315,191.847,252.036,154.712,250.941,266.462,266.859,346.088,321.144,188.264,290.806,243.541,240.641,228.204,247.973,281.113,234.632,281.478,234.742,198.847,222.82,239.314,242.469,178.544,268.979,139.584,140.087,262.995,290.269,230.62,210.387,299.047,314.204,275.465
AAC73213.1,1377.589,758.756,1199.232,740.387,670.91,1954.946,885.415,805.611,2051.701,1062.107,613.749,539.281,231.39,842.708,773.979,947.472,970.564,896.997,768.264,2182.343,823.867,952.669,642.245,901.333,801.007,758.308,605.825,793.995,872.448,842.428,936.986,919.006,610.163,809.483,887.954,747.876,912.599,783.811,920.244,846.658,881.887,904.854,745.187,718.61,791.332,916.519,546.747,967.651,402.847,485.713,776.132,870.638,734.497,751.063,846.489,907.631,878.373
AAC73214.1,722.639,538.127,643.21,518.211,450.874,1242.249,601.292,412.457,1271.911,631.435,425.329,542.739,329.379,563.898,468.314,542.406,547.318,871.779,692.755,1462.057,442.502,500.433,409.067,479.8,627.079,454.031,411.932,403.263,508.654,534.346,559.401,521.035,322.574,536.709,803.502,440.423,732.069,484.151,485.285,469.645,489.709,515.431,386.59,459.546,475.432,421.017,387.811,505.075,250.962,487.787,500.079,466.523,423.521,462.68,509.555,645.638,544.381
AYC08165.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAC73215.1,4207.928,2669.221,2080.807,939.022,720.42,7513.066,3140.83,2472.256,4661.496,2620.698,585.867,579,242.028,2131.899,3294.673,3424.007,2557.1,1249.269,862.054,6849.81,1899.302,860.853,2233.73,2229.786,2774.71,1624.431,622.115,1977.924,2016.934,1865.805,3400.272,2321.752,733.578,1336.909,1501.771,1767.895,3110.38,2160.204,2240.89,1497.558,1898.213,871.016,657.143,2463.167,1885.127,1424.06,2716.352,2081.318,666.011,277.976,3253.826,2168.088,1486.243,2566.621,2136.964,1254.743,1221.964
